cruise,event_code,date,latitude,longitude,swell_ft,count_best,obs_quality,datetime_utc
CalCOFI0701JD,SP,2007-01-28,34.53067,-120.649,,4.0,G,2007-01-28
CalCOFI0701JD,SP,2007-01-28,34.88317,-120.73783,,1.0,G,2007-01-28
CalCOFI0701JD,SP,2007-01-28,35.07317,-120.82417,,2.0,G,2007-01-28
CalCOFI0701JD,SP,2007-02-01,36.62117,-122.41383,,5.0,G,2007-02-01
CalCOFI0704JD,SP,2007-04-07,33.779,-118.81583,,2.0,E,2007-04-07
CalCOFI0707NH,SP,2007-07-10,34.2655,-120.899,,0.0,G,2007-07-10
CalCOFI0707NH,SP,2007-07-12,34.3835,-122.26,1.0,0.0,E,2007-07-12
CalCOFI0707NH,SP,2007-07-13,35.05183,-120.851,,0.0,E,2007-07-13
CalCOFI0707NH,SP,2007-07-13,35.06233,-120.82217,,0.0,E,2007-07-13
CalCOFI0711NH,SP,2007-11-17,33.63767,-123.5785,,1.0,G,2007-11-17
CalCOFI0711NH,SP,2007-11-18,33.42588,-118.65464,,1.0,UX,2007-11-18
CalCOFI0801DSJ,SP,2008-01-08,32.4665,-118.32467,,2.0,G,2008-01-08
CalCOFI0801DSJ,SP,2008-01-13,33.01883,-118.79683,,4.0,P,2008-01-13
CalCOFI0801DSJ,SP,2008-01-22,33.20867,-121.51633,,1.0,G,2008-01-22
CalCOFI0803JD,SP,2008-03-31,33.3258,-118.0185,,1.0,P,2008-03-31
CalCOFI0803JD,SP,2008-04-01,33.3958,-119.5183,,6.0,E,2008-04-01
CalCOFI0803JD,SP,2008-04-01,33.3888,-119.5347,,6.0,E,2008-04-01
CalCOFI0803JD,SP,2008-04-01,33.3847,-119.544,,6.0,E,2008-04-01
CalCOFI0803JD,SP,2008-04-01,33.351,-119.6082,,2.0,E,2008-04-01
CalCOFI0808NH,SP,2008-08-15,32.52617,-118.20667,,1.0,G,2008-08-15
CalCOFI0808NH,SP,2008-08-15,32.527,-118.20533,,1.0,G,2008-08-15
CalCOFI0808NH,SP,2008-08-16,32.31133,-118.65617,,1.0,G,2008-08-16
CalCOFI0808NH,SP,2008-08-16,31.6205,-120.02533,,1.0,G,2008-08-16
CalCOFI0808NH,SP,2008-08-19,32.19483,-120.44083,,2.0,G,2008-08-19
CalCOFI0808NH,SP,2008-08-29,34.98733,-120.96117,,1.0,G,2008-08-29
CalCOFI0808NH,SP,2008-08-29,34.99517,-120.947,,3.0,G,2008-08-29
CalCOFI0810NH,SP,2008-10-24,33.11133,-121.718,,2.0,G,2008-10-24
CalCOFI0901NH,SP,2009-01-13,33.06967,-118.65567,,12.0,G,2009-01-13
CalCOFI0901NH,SP,2009-01-13,33.185,-118.38917,,3.0,G,2009-01-13
CalCOFI0901NH,SP,2009-01-18,33.9015,-119.8515,,3.0,E,2009-01-18
CalCOFI0903JD,SP,2009-03-14,33.70883333,-118.5141667,2.0,2.0,G,2009-03-14
CalCOFI0903JD,SP,2009-03-14,33.71933333,-118.5108333,2.0,2.0,G,2009-03-14
CalCOFI0907M2,SP,2009-07-16,32.39518738,-118.4363937,,1.0,G,2009-07-16
CalCOFI0907M2,SP,2009-07-16,32.3934,-118.4408,,1.0,G,2009-07-16
CalCOFI0907M2,SP,2009-07-23,32.62656021,-121.165123,,1.0,UX,2009-07-23
CalCOFI0907M2,SP,2009-07-23,32.61935043,-121.178421,,1.0,UX,2009-07-23
CalCOFI0907M2,SP,2009-07-27,33.97632599,-121.5287247,,1.0,P,2009-07-27
CalCOFI0907M2,SP,2009-07-29,33.79032135,-123.4952621,,1.0,F,2009-07-29
CalCOFI0907M2,SP,2009-07-29,33.79883575,-123.4792633,,1.0,F,2009-07-29
CalCOFI0907M2,SP,2009-07-29,33.95613861,-123.1501007,,1.0,F,2009-07-29
CalCOFI0907M2,SP,2009-07-30,34.92601013,-121.1733704,,1.0,F,2009-07-30
CalCOFI1101NH,SP,2011-02-03,37.6782,-123.4422,4.0,2.0,G,2011-02-03
CalCOFI1402SH,SP,2014-02-02,31.75433,-121.30883,4.0,11.0,G,2014-02-02
CalCOFI1008NH,ST,2010-07-30,32.75607,-117.25944,3.0,1.0,G,2010-07-30
CC1207OS,ST,2012-07-25,34.7215,-121.54833,5.0,1.0,G,2012-07-25
CalCOFI1301SH,ST,2013-01-21,33.41683,-121.08367,2.0,5.0,G,2013-01-21
CalCOFI1304SH,ST,2013-04-29,36.83683,-123.68883,11.0,1.0,UX,2013-04-29
CalCOFI1402SH,ST,2014-02-02,31.75433,-121.30883,4.0,11.0,G,2014-02-02
CalCOFI1404OS,ST,2014-04-11,32.9245,-122.12383,4.0,4.0,F,2014-04-11
CalCOFI1404OS,ST,2014-04-13,34.4365,-120.562,3.0,1.0,G,2014-04-13
CalCOFI1404OS,ST,2014-04-14,33.13383,-123.26567,5.0,2.0,F,2014-04-14
CalCOFI1507OC,ST,2015-07-15,33.3075,-118.09867,3.0,1.0,G,2015-07-15
CalCOFI1507OC,ST,2015-07-20,34.05892,-122.96934,6.0,1.0,G,2015-07-20
CalCOFI1507OC,ST,2015-07-22,34.2595,-120.73867,2.0,1.0,G,2015-07-22
CalCOFI1511OC,ST,2015-11-05,34.32267,-120.824,4.0,1.0,G,2015-11-05
CalCOFI1511OC,ST,2015-11-08,35.10959,-120.80486,4.0,1.0,F,2015-11-08
CalCOFI1501NH,T,2015-01-25,33.23733,-121.46067,3.0,1.0,G,2015-01-25
CalCOFI1507OC,T,2015-07-09,32.31433,-118.59503,3.0,1.0,G,2015-07-09
CalCOFI1507OC,T,2015-07-09,32.29114,-118.5943,3.0,1.0,G,2015-07-09
CalCOFI1507OC,T,2015-07-11,31.84637,-119.57119,,1.0,G,2015-07-11
CalCOFI1507OC,T,2015-07-15,32.51683,-119.7645,7.0,1.0,P,2015-07-15
CalCOFI1511OC,T,2015-10-30,31.99517,-119.34317,8.0,1.0,P,2015-10-30
CalCOFI1511OC,T,2015-10-30,31.78833,-119.72217,7.0,1.0,P,2015-10-30
CalCOFI1511OC,T,2015-11-01,32.12033,-120.61633,4.0,1.0,P,2015-11-01
CalCOFI1511OC,T,2015-11-01,32.33783,-120.17033,6.0,1.0,P,2015-11-01
CalCOFI1108NH,W,2011-08-07,33.49833,-120.93567,6.0,1.0,P,2011-08-07
CalCOFI1108NH,W,2011-08-07,33.66233,-120.645,6.0,1.0,P,2011-08-07
CalCOFI1108NH,W,2011-08-12,34.63513,-121.75939,5.0,2.0,P,2011-08-12
CalCOFI1202NH,W,2012-01-27,32.66067,-117.27567,5.0,1.0,F,2012-01-27
CalCOFI1202NH,W,2012-01-27,32.66833,-117.27233,5.0,1.0,F,2012-01-27
CalCOFI1202NH,W,2012-01-27,32.68783,-117.29667,4.0,1.0,F,2012-01-27
CalCOFI1202NH,W,2012-01-27,32.74833,-117.30067,4.0,1.0,F,2012-01-27
CalCOFI1202NH,W,2012-01-27,32.75483,-117.3025,4.0,2.0,F,2012-01-27
CalCOFI1202NH,W,2012-01-27,32.78817,-117.313,4.0,1.0,F,2012-01-27
CalCOFI1202NH,W,2012-01-27,32.91967,-117.31233,4.0,1.0,G,2012-01-27
CalCOFI1202NH,W,2012-01-27,32.9345,-117.31067,4.0,2.0,G,2012-01-27
CalCOFI1202NH,W,2012-01-27,32.9345,-117.31067,4.0,5.0,G,2012-01-27
CalCOFI1202NH,W,2012-01-28,32.6775,-117.8995,3.0,2.0,G,2012-01-28
CalCOFI1202NH,W,2012-01-28,32.64017,-117.97017,3.0,2.0,G,2012-01-28
CalCOFI1202NH,W,2012-01-28,32.57883,-118.08683,5.0,4.0,G,2012-01-28
CalCOFI1202NH,W,2012-01-28,32.55383,-118.1335,5.0,4.0,G,2012-01-28
CalCOFI1202NH,W,2012-01-28,32.504,-118.28717,4.0,1.0,G,2012-01-28
CalCOFI1202NH,W,2012-01-28,32.47133,-118.3405,4.0,1.0,G,2012-01-28
CalCOFI1202NH,W,2012-01-29,32.40183,-118.45417,4.0,2.0,G,2012-01-29
CalCOFI1202NH,W,2012-01-29,31.661,-119.92933,4.0,1.0,G,2012-01-29
CalCOFI1202NH,W,2012-01-30,31.4375,-120.53633,4.0,1.0,G,2012-01-30
CalCOFI1202NH,W,2012-01-31,30.08467,-123.11167,3.0,3.0,G,2012-01-31
CalCOFI1202NH,W,2012-02-02,32.0985,-120.63983,5.0,1.0,P,2012-02-02
CalCOFI1202NH,W,2012-02-03,33.22167,-118.302,3.0,1.0,G,2012-02-03
CalCOFI1202NH,W,2012-02-03,33.824,-118.45967,2.0,4.0,G,2012-02-03
CalCOFI1202NH,W,2012-02-03,33.89,-118.49,2.0,1.0,G,2012-02-03
CalCOFI1202NH,W,2012-02-03,33.936,-118.65283,2.0,1.0,G,2012-02-03
CalCOFI1202NH,W,2012-02-03,33.9385,-118.66117,2.0,1.0,G,2012-02-03
CalCOFI1202NH,W,2012-02-03,33.85317,-118.662,1.0,4.0,G,2012-02-03
CalCOFI1202NH,W,2012-02-03,33.82583,-118.62883,1.0,1.0,G,2012-02-03
CalCOFI1202NH,W,2012-02-03,33.82333,-118.62833,1.0,1.0,G,2012-02-03
CalCOFI1202NH,W,2012-02-03,33.82283,-118.62883,1.0,1.0,G,2012-02-03
CalCOFI1203SH,W,2012-03-25,32.7135,-117.8535,3.0,3.0,F,2012-03-25
CalCOFI1203SH,W,2012-03-26,32.2303,-118.791,8.0,1.0,UX,2012-03-26
CalCOFI1203SH,W,2012-03-27,29.82667,-123.5645,5.0,2.0,G,2012-03-27
CalCOFI1203SH,W,2012-03-29,32.4955,-119.83733,5.0,2.0,P,2012-03-29
CalCOFI1203SH,W,2012-03-29,32.72867,-119.32017,5.0,2.0,P,2012-03-29
CalCOFI1203SH,W,2012-03-29,32.78233,-119.20367,5.0,2.0,P,2012-03-29
CalCOFI1203SH,W,2012-03-29,32.80983,-119.14783,5.0,1.0,P,2012-03-29
CalCOFI1203SH,W,2012-03-29,32.81933,-119.127,5.0,3.0,P,2012-03-29
CalCOFI1203SH,W,2012-03-29,32.81933,-119.127,5.0,3.0,P,2012-03-29
CalCOFI1203SH,W,2012-03-29,32.83083,-119.10783,5.0,1.0,F,2012-03-29
CalCOFI1203SH,W,2012-03-29,32.83967,-119.091,5.0,1.0,F,2012-03-29
CalCOFI1203SH,W,2012-03-29,32.83967,-119.091,5.0,3.0,F,2012-03-29
CalCOFI1203SH,W,2012-03-29,32.8545,-119.06283,5.0,1.0,G,2012-03-29
CalCOFI1203SH,W,2012-03-29,32.8545,-119.06283,5.0,1.0,G,2012-03-29
CalCOFI1203SH,W,2012-03-29,32.8575,-119.0575,5.0,2.0,G,2012-03-29
CalCOFI1203SH,W,2012-03-29,32.863,-119.047,5.0,1.0,G,2012-03-29
CalCOFI1203SH,W,2012-03-29,32.8735,-119.0275,5.0,1.0,G,2012-03-29
CalCOFI1203SH,W,2012-03-29,32.8735,-119.0275,5.0,1.0,G,2012-03-29
CalCOFI1203SH,W,2012-03-29,32.882,-119.01117,5.0,1.0,G,2012-03-29
CalCOFI1203SH,W,2012-03-29,32.882,-119.01117,5.0,1.0,G,2012-03-29
CalCOFI1203SH,W,2012-03-29,32.887,-119.00183,5.0,1.0,G,2012-03-29
CalCOFI1203SH,W,2012-03-29,32.8935,-118.9885,5.0,3.0,G,2012-03-29
CalCOFI1203SH,W,2012-03-29,32.96783,-118.8325,5.0,1.0,P,2012-03-29
CalCOFI1203SH,W,2012-03-30,32.98883,-118.78883,5.0,1.0,P,2012-03-30
CalCOFI1203SH,W,2012-03-30,33.12133,-118.51867,5.0,1.0,P,2012-03-30
CalCOFI1203SH,W,2012-03-30,33.545,-118.1645,2.0,1.0,G,2012-03-30
CalCOFI1203SH,W,2012-03-30,33.6096,-118.6854,6.0,1.0,G,2012-03-30
CalCOFI1203SH,W,2012-03-30,33.5425,-119.22667,6.0,1.0,G,2012-03-30
CalCOFI1203SH,W,2012-03-30,33.52217,-119.25883,6.0,2.0,G,2012-03-30
CalCOFI1203SH,W,2012-03-30,33.49583,-119.308,6.0,2.0,G,2012-03-30
CalCOFI1203SH,W,2012-03-30,33.49583,-119.308,6.0,2.0,G,2012-03-30
CalCOFI1203SH,W,2012-04-01,33.904,-118.59683,8.0,1.0,UX,2012-04-01
CalCOFI1203SH,W,2012-04-01,33.9665,-119.13333,8.0,1.0,UX,2012-04-01
CalCOFI1203SH,W,2012-04-02,34.006,-119.48483,5.0,1.0,UX,2012-04-02
CalCOFI1203SH,W,2012-04-02,34.00917,-119.49617,5.0,1.0,UX,2012-04-02
CalCOFI1203SH,W,2012-04-02,33.99533,-119.50583,5.0,3.0,UX,2012-04-02
CalCOFI1203SH,W,2012-04-02,34.36217,-120.2705,6.0,2.0,P,2012-04-02
CalCOFI1203SH,W,2012-04-02,34.39017,-120.36217,6.0,1.0,P,2012-04-02
CalCOFI1203SH,W,2012-04-02,34.40283,-120.39783,7.0,2.0,UX,2012-04-02
CalCOFI1203SH,W,2012-04-02,34.43167,-120.4785,7.0,4.0,P,2012-04-02
CalCOFI1203SH,W,2012-04-02,34.522,-120.71533,7.0,1.0,UX,2012-04-02
CalCOFI1203SH,W,2012-04-02,35.03267,-120.78183,9.0,1.0,UX,2012-04-02
CalCOFI1203SH,W,2012-04-04,33.699,-123.71533,8.0,2.0,P,2012-04-04
CalCOFI1203SH,W,2012-04-06,34.29183,-120.86567,9.0,1.0,UX,2012-04-06
CalCOFI1203SH,W,2012-04-06,34.1455,-121.04083,12.0,3.0,UX,2012-04-06
CalCOFI1203SH,W,2012-04-06,34.1515,-121.1115,12.0,1.0,UX,2012-04-06
CalCOFI1203SH,W,2012-04-07,33.75383,-120.19917,7.0,2.0,UX,2012-04-07
CalCOFI1203SH,W,2012-04-07,33.71133,-120.08333,7.0,2.0,UX,2012-04-07
CC1207OS,W,2012-07-10,32.7815,-117.799,5.0,1.0,F,2012-07-10
CC1207OS,W,2012-07-10,32.62883,-117.97117,5.0,2.0,F,2012-07-10
CC1207OS,W,2012-07-10,32.60367,-118.01933,6.0,1.0,P,2012-07-10
CC1207OS,W,2012-07-10,32.58533,-118.053,6.0,1.0,P,2012-07-10
CC1207OS,W,2012-07-11,32.39167,-118.44417,6.0,1.0,P,2012-07-11
CC1207OS,W,2012-07-11,32.376,-118.48833,6.0,2.0,P,2012-07-11
CC1207OS,W,2012-07-11,31.74333,-119.7345,6.0,1.0,P,2012-07-11
CC1207OS,W,2012-07-11,31.74017,-119.7415,6.0,1.0,P,2012-07-11
CC1207OS,W,2012-07-11,31.57717,-120.10583,6.0,2.0,P,2012-07-11
CC1207OS,W,2012-07-12,31.51617,-120.24217,6.0,2.0,P,2012-07-12
CC1207OS,W,2012-07-15,32.413,-119.92583,5.0,1.0,F,2012-07-15
CC1207OS,W,2012-07-15,32.43567,-119.8875,5.0,1.0,F,2012-07-15
CC1207OS,W,2012-07-15,32.4485,-119.8665,5.0,1.0,F,2012-07-15
CC1207OS,W,2012-07-15,32.4485,-119.8665,5.0,2.0,F,2012-07-15
CC1207OS,W,2012-07-15,32.45417,-119.857,5.0,1.0,F,2012-07-15
CC1207OS,W,2012-07-15,32.45417,-119.857,5.0,1.0,F,2012-07-15
CC1207OS,W,2012-07-15,32.4645,-119.83733,5.0,2.0,F,2012-07-15
CC1207OS,W,2012-07-15,32.4645,-119.83733,5.0,1.0,F,2012-07-15
CC1207OS,W,2012-07-15,32.46633,-119.83333,5.0,1.0,F,2012-07-15
CC1207OS,W,2012-07-15,32.47617,-119.814,5.0,2.0,F,2012-07-15
CC1207OS,W,2012-07-15,32.4885,-119.78933,5.0,1.0,F,2012-07-15
CC1207OS,W,2012-07-15,32.51667,-119.7325,5.0,1.0,F,2012-07-15
CC1207OS,W,2012-07-15,32.52433,-119.71717,5.0,4.0,F,2012-07-15
CC1207OS,W,2012-07-15,32.55767,-119.65283,5.0,1.0,G,2012-07-15
CC1207OS,W,2012-07-18,32.25732,-121.843,4.0,1.0,G,2012-07-18
CC1207OS,W,2012-07-19,32.02133,-123.937,5.0,1.0,G,2012-07-19
CC1207OS,W,2012-07-20,32.04733,-123.88217,5.0,1.0,G,2012-07-20
CC1207OS,W,2012-07-20,32.89667,-122.138,5.0,1.0,P,2012-07-20
CC1207OS,W,2012-07-20,33.102,-121.68317,7.0,1.0,UX,2012-07-20
CC1207OS,W,2012-07-20,33.21483,-121.50317,7.0,1.0,UX,2012-07-20
CC1207OS,W,2012-07-20,33.22833,-121.47667,7.0,1.0,UX,2012-07-20
CC1207OS,W,2012-07-21,33.3035,-121.2855,7.0,1.0,UX,2012-07-21
CC1207OS,W,2012-07-21,33.3295,-121.24217,7.0,1.0,UX,2012-07-21
CC1207OS,W,2012-07-24,33.77983,-123.49783,8.0,1.0,F,2012-07-24
CC1207OS,W,2012-07-25,34.61333,-121.77283,6.0,7.0,F,2012-07-25
CC1207OS,W,2012-07-25,34.7005,-121.592,5.0,1.0,F,2012-07-25
CC1207OS,W,2012-07-25,34.7215,-121.54833,5.0,1.0,G,2012-07-25
CC1207OS,W,2012-07-26,34.19046,-119.9876,2.0,2.0,G,2012-07-26
CalCOFI1210NH,W,2012-10-19,32.90847,-117.32317,3.0,3.0,G,2012-10-19
CalCOFI1210NH,W,2012-10-20,32.47643,-118.2357,3.0,1.0,G,2012-10-20
CalCOFI1210NH,W,2012-10-20,32.47313,-118.24425,3.0,1.0,F,2012-10-20
CalCOFI1210NH,W,2012-10-20,32.45726,-118.28407,3.0,1.0,F,2012-10-20
CalCOFI1210NH,W,2012-10-24,32.00172,-120.82186,7.0,1.0,P,2012-10-24
CalCOFI1210NH,W,2012-10-24,32.14002,-120.62279,7.0,1.0,P,2012-10-24
CalCOFI1210NH,W,2012-10-27,32.69849,-119.51558,5.0,4.0,G,2012-10-27
CalCOFI1210NH,W,2012-10-27,32.72438,-119.54287,5.0,3.0,G,2012-10-27
CalCOFI1210NH,W,2012-10-27,32.72789,-119.54751,5.0,1.0,G,2012-10-27
CalCOFI1210NH,W,2012-10-27,32.73313,-119.55396,6.0,1.0,G,2012-10-27
CalCOFI1210NH,W,2012-10-27,32.73884,-119.56027,6.0,2.0,G,2012-10-27
CalCOFI1210NH,W,2012-10-27,32.74077,-119.56244,6.0,2.0,G,2012-10-27
CalCOFI1210NH,W,2012-10-27,32.75032,-119.57309,6.0,1.0,G,2012-10-27
CalCOFI1210NH,W,2012-10-27,32.75429,-119.57758,6.0,3.0,G,2012-10-27
CalCOFI1210NH,W,2012-10-27,32.76952,-119.59568,6.0,1.0,G,2012-10-27
CalCOFI1210NH,W,2012-10-27,32.84517,-119.68693,6.0,1.0,F,2012-10-27
CalCOFI1210NH,W,2012-10-27,32.87311,-119.71863,6.0,2.0,F,2012-10-27
CalCOFI1210NH,W,2012-10-27,32.88217,-119.72907,6.0,1.0,F,2012-10-27
CalCOFI1210NH,W,2012-10-27,33.0356,-119.88821,6.0,2.0,F,2012-10-27
CalCOFI1210NH,W,2012-10-27,33.06531,-119.91555,6.0,3.0,F,2012-10-27
CalCOFI1210NH,W,2012-10-27,33.09473,-119.94248,6.0,1.0,F,2012-10-27
CalCOFI1210NH,W,2012-10-28,33.15535,-120.04923,5.0,2.0,F,2012-10-28
CalCOFI1210NH,W,2012-10-28,33.14217,-120.0707,5.0,1.0,F,2012-10-28
CalCOFI1210NH,W,2012-10-28,33.13635,-120.0803,5.0,2.0,F,2012-10-28
CalCOFI1210NH,W,2012-10-28,33.11831,-120.11202,5.0,2.0,F,2012-10-28
CalCOFI1210NH,W,2012-10-28,33.10728,-120.13103,5.0,4.0,F,2012-10-28
CalCOFI1210NH,W,2012-10-28,33.10353,-120.1385,5.0,2.0,F,2012-10-28
CalCOFI1210NH,W,2012-10-28,33.09813,-120.14857,5.0,5.0,F,2012-10-28
CalCOFI1210NH,W,2012-10-28,32.33233,-121.69645,6.0,1.0,P,2012-10-28
CalCOFI1210NH,W,2012-10-30,33.04728,-121.86637,5.0,1.0,G,2012-10-30
CalCOFI1210NH,W,2012-10-30,33.46963,-121.00079,4.0,3.0,G,2012-10-30
CalCOFI1210NH,W,2012-10-30,33.47869,-120.97875,4.0,1.0,G,2012-10-30
CalCOFI1210NH,W,2012-10-30,33.48252,-120.96937,4.0,2.0,G,2012-10-30
CalCOFI1210NH,W,2012-10-30,33.49644,-120.93478,4.0,1.0,G,2012-10-30
CalCOFI1210NH,W,2012-10-31,33.5135,-120.89337,4.0,2.0,G,2012-10-31
CalCOFI1210NH,W,2012-11-02,32.8666,-123.79467,6.0,1.0,G,2012-11-02
CalCOFI1210NH,W,2012-11-02,32.85232,-123.82644,6.0,1.0,G,2012-11-02
CalCOFI1210NH,W,2012-11-02,32.85056,-123.9366,6.0,1.0,G,2012-11-02
CalCOFI1210NH,W,2012-11-02,32.91327,-123.98485,6.0,1.0,G,2012-11-02
CalCOFI1210NH,W,2012-11-03,34.1526,-122.78362,5.0,2.0,F,2012-11-03
CalCOFI1210NH,W,2012-11-04,35.01489,-120.77377,3.0,2.0,G,2012-11-04
CalCOFI1210NH,W,2012-11-05,33.0005,-117.58117,2.0,2.0,G,2012-11-05
CalCOFI1210NH,W,2012-11-05,32.82267,-117.41017,2.0,2.0,G,2012-11-05
CalCOFI1301SH,W,2013-01-11,32.67167,-117.30117,8.0,1.0,F,2013-01-11
CalCOFI1301SH,W,2013-01-11,32.70883,-117.316,8.0,1.0,F,2013-01-11
CalCOFI1301SH,W,2013-01-11,32.8345,-117.3615,8.0,1.0,F,2013-01-11
CalCOFI1301SH,W,2013-01-11,32.861,-117.35733,8.0,2.0,F,2013-01-11
CalCOFI1301SH,W,2013-01-11,32.93933,-117.31817,7.0,8.0,F,2013-01-11
CalCOFI1301SH,W,2013-01-12,32.08833,-119.096,6.0,2.0,F,2013-01-12
CalCOFI1301SH,W,2013-01-16,32.73233,-119.37533,4.0,1.0,G,2013-01-16
CalCOFI1301SH,W,2013-01-16,32.7455,-119.3425,4.0,3.0,G,2013-01-16
CalCOFI1301SH,W,2013-01-16,32.759,-119.31,4.0,2.0,G,2013-01-16
CalCOFI1301SH,W,2013-01-16,32.79417,-119.227,4.0,2.0,G,2013-01-16
CalCOFI1301SH,W,2013-01-16,32.833,-119.1325,4.0,1.0,G,2013-01-16
CalCOFI1301SH,W,2013-01-16,32.88217,-119.022,4.0,7.0,G,2013-01-16
CalCOFI1301SH,W,2013-01-16,32.99383,-119.036,2.0,2.0,E,2013-01-16
CalCOFI1301SH,W,2013-01-16,33.08233,-119.12417,2.0,3.0,E,2013-01-16
CalCOFI1301SH,W,2013-01-17,33.1775,-118.68967,2.0,1.0,G,2013-01-17
CalCOFI1301SH,W,2013-01-17,33.17717,-118.64683,2.0,1.0,G,2013-01-17
CalCOFI1301SH,W,2013-01-17,33.65733,-118.08533,1.0,4.0,E,2013-01-17
CalCOFI1301SH,W,2013-01-17,33.692,-118.3805,2.0,1.0,G,2013-01-17
CalCOFI1301SH,W,2013-01-17,33.7005,-118.39683,2.0,2.0,G,2013-01-17
CalCOFI1301SH,W,2013-01-17,33.72917,-118.43617,2.0,1.0,G,2013-01-17
CalCOFI1301SH,W,2013-01-17,33.71567,-118.42717,2.0,2.0,G,2013-01-17
CalCOFI1301SH,W,2013-01-17,33.72083,-118.43617,2.0,1.0,G,2013-01-17
CalCOFI1301SH,W,2013-01-17,33.726,-118.44617,2.0,1.0,G,2013-01-17
CalCOFI1301SH,W,2013-01-17,33.75733,-118.46933,2.0,1.0,G,2013-01-17
CalCOFI1301SH,W,2013-01-17,33.785,-118.4865,2.0,1.0,G,2013-01-17
CalCOFI1301SH,W,2013-01-17,33.79417,-118.48317,2.0,1.0,G,2013-01-17
CalCOFI1301SH,W,2013-01-17,33.87967,-118.446,1.0,23.0,G,2013-01-17
CalCOFI1301SH,W,2013-01-18,33.197,-119.91433,2.0,5.0,E,2013-01-18
CalCOFI1301SH,W,2013-01-18,33.16567,-119.98583,2.0,5.0,E,2013-01-18
CalCOFI1301SH,W,2013-01-18,33.05267,-120.20033,2.0,2.0,E,2013-01-18
CalCOFI1301SH,W,2013-01-19,33.01983,-120.24533,2.0,1.0,E,2013-01-19
CalCOFI1301SH,W,2013-01-19,32.9925,-120.35217,1.0,6.0,E,2013-01-19
CalCOFI1301SH,W,2013-01-19,32.9945,-120.35367,1.0,1.0,E,2013-01-19
CalCOFI1301SH,W,2013-01-20,32.5275,-122.93033,6.0,3.0,G,2013-01-20
CalCOFI1301SH,W,2013-01-20,32.56333,-122.84833,6.0,3.0,G,2013-01-20
CalCOFI1301SH,W,2013-01-21,33.41683,-121.08367,2.0,5.0,G,2013-01-21
CalCOFI1301SH,W,2013-01-21,33.45433,-121.006,2.0,2.0,G,2013-01-21
CalCOFI1301SH,W,2013-01-21,33.569,-120.77583,2.0,2.0,G,2013-01-21
CalCOFI1301SH,W,2013-01-22,33.837,-120.22317,3.0,2.0,G,2013-01-22
CalCOFI1301SH,W,2013-01-22,33.86667,-120.157,3.0,7.0,G,2013-01-22
CalCOFI1301SH,W,2013-01-22,34.32483,-120.23833,2.0,2.0,G,2013-01-22
CalCOFI1301SH,W,2013-01-22,34.33683,-120.328,2.0,3.0,G,2013-01-22
CalCOFI1301SH,W,2013-01-22,34.34767,-120.33967,2.0,2.0,G,2013-01-22
CalCOFI1301SH,W,2013-01-22,34.36683,-120.42033,2.0,2.0,G,2013-01-22
CalCOFI1301SH,W,2013-01-22,34.37433,-120.44983,2.0,3.0,G,2013-01-22
CalCOFI1301SH,W,2013-01-22,34.37433,-120.44983,2.0,1.0,G,2013-01-22
CalCOFI1301SH,W,2013-01-22,34.423,-120.487,2.0,2.0,G,2013-01-22
CalCOFI1301SH,W,2013-01-22,34.447,-120.66467,2.0,6.0,G,2013-01-22
CalCOFI1301SH,W,2013-01-22,34.43183,-120.5565,2.0,2.0,G,2013-01-22
CalCOFI1301SH,W,2013-01-23,34.318,-120.80067,2.0,8.0,E,2013-01-23
CalCOFI1301SH,W,2013-01-25,35.0265,-120.8775,6.0,5.0,F,2013-01-25
CalCOFI1301SH,W,2013-01-26,35.164,-120.89083,6.0,1.0,G,2013-01-26
CalCOFI1301SH,W,2013-01-26,35.1865,-120.92333,6.0,2.0,G,2013-01-26
CalCOFI1301SH,W,2013-01-26,35.20467,-120.95017,6.0,1.0,G,2013-01-26
CalCOFI1301SH,W,2013-01-26,34.64733,-123.35483,7.0,1.0,P,2013-01-26
CalCOFI1301SH,W,2013-01-27,34.606,-123.47467,7.0,1.0,P,2013-01-27
CalCOFI1301SH,W,2013-01-28,36.8465,-121.94983,5.0,1.0,G,2013-01-28
CalCOFI1301SH,W,2013-01-28,36.79317,-121.84517,5.0,2.0,G,2013-01-28
CalCOFI1301SH,W,2013-01-30,36.39283,-123.01067,9.0,1.0,P,2013-01-30
CalCOFI1301SH,W,2013-01-30,36.3865,-123.05217,9.0,2.0,P,2013-01-30
CalCOFI1301SH,W,2013-01-30,36.3625,-123.21083,9.0,1.0,P,2013-01-30
CalCOFI1304SH,W,2013-04-07,32.3475,-118.55233,7.0,2.0,P,2013-04-07
CalCOFI1304SH,W,2013-04-09,33.48933,-117.77867,4.0,1.0,F,2013-04-09
CalCOFI1304SH,W,2013-04-10,33.49367,-117.777,4.0,1.0,G,2013-04-10
CalCOFI1304SH,W,2013-04-10,33.52717,-117.86333,4.0,1.0,G,2013-04-10
CalCOFI1304SH,W,2013-04-10,33.6235,-119.059,5.0,2.0,G,2013-04-10
CalCOFI1304SH,W,2013-04-10,33.572,-119.1555,5.0,2.0,G,2013-04-10
CalCOFI1304SH,W,2013-04-10,33.56133,-119.17567,5.0,2.0,G,2013-04-10
CalCOFI1304SH,W,2013-04-10,33.37633,-119.17783,4.0,1.0,G,2013-04-10
CalCOFI1304SH,W,2013-04-10,33.27667,-118.97717,4.0,1.0,G,2013-04-10
